task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
104,"Execute full customer intelligence workflow: read inbox for customer emails, embed email content for",complex,"[""email_read_inbox"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""vector_search_index"", ""vector_search_index"", ""database_query_db"", ""database_query_db"", ""code_run_code"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""email_read_inbox"": 868, ""vector_embed_query"": 1008, ""vector_search_index"": 1209, ""database_query_db"": 1420, ""code_run_code"": 1576, ""analytics_run_analysis"": 1665, ""database_insert_record"": 928, ""filesystem_write_file"": 928, ""analytics_generate_report"": 690, ""email_send_email"": 690, ""calendar_create_event"": 690}","{""email_read_inbox"": 1341.6688442230225, ""vector_embed_query"": 3925.107479095459, ""vector_search_index"": 5312.916040420532, ""database_query_db"": 5497.875213623047, ""code_run_code"": 2235.969066619873, ""analytics_run_analysis"": 1227.2343635559082, ""database_insert_record"": 2082.245111465454, ""filesystem_write_file"": 2082.245111465454, ""analytics_generate_report"": 2500.081777572632, ""email_send_email"": 2500.081777572632, ""calendar_create_event"": 2500.081777572632}",14132,16,True
105,"Perform DevOps pipeline audit: read deployment config files, search web for best practices, fetch do",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""vector_embed_query"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_search_index"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""database_insert_record"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""vector_embed_query""], [""vector_embed_query"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""], [""calendar_create_event"", ""filesystem_write_file""]]","{""filesystem_read_file"": 914, ""websearch_search_web"": 516, ""vector_embed_query"": 516, ""websearch_fetch_url"": 606, ""code_run_code"": 303, ""vector_search_index"": 303, ""database_query_db"": 962, ""analytics_run_analysis"": 481, ""database_insert_record"": 437, ""analytics_generate_report"": 437, ""email_send_email"": 437, ""calendar_create_event"": 437, ""filesystem_write_file"": 2052}","{""filesystem_read_file"": 3383.0065727233887, ""websearch_search_web"": 1273.3628749847412, ""vector_embed_query"": 1273.3628749847412, ""websearch_fetch_url"": 3959.475040435791, ""code_run_code"": 1979.7375202178955, ""vector_search_index"": 1979.7375202178955, ""database_query_db"": 3606.0633659362793, ""analytics_run_analysis"": 1803.0316829681396, ""database_insert_record"": 3522.2177505493164, ""analytics_generate_report"": 3522.2177505493164, ""email_send_email"": 3522.2177505493164, ""calendar_create_event"": 3522.2177505493164, ""filesystem_write_file"": 2929.593086242676}",10827,16,True
106,"Conduct full market analysis: search web for trends, fetch 3 competitor URLs, run code to parse pric",complex,"[""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 614, ""database_query_db"": 307, ""websearch_fetch_url"": 1083, ""code_run_code"": 1379, ""vector_embed_query"": 526, ""analytics_run_analysis"": 526, ""database_insert_record"": 526, ""filesystem_write_file"": 678, ""analytics_generate_report"": 678, ""email_send_email"": 678, ""calendar_create_event"": 2152}","{""websearch_search_web"": 2963.894844055176, ""database_query_db"": 1481.947422027588, ""websearch_fetch_url"": 4758.727312088013, ""code_run_code"": 3233.654260635376, ""vector_embed_query"": 2470.8425998687744, ""analytics_run_analysis"": 2470.8425998687744, ""database_insert_record"": 2470.8425998687744, ""filesystem_write_file"": 4524.87587928772, ""analytics_generate_report"": 4524.87587928772, ""email_send_email"": 4524.87587928772, ""calendar_create_event"": 1085.9367847442627}",11604,14,True
107,"Perform complete system audit: read all config files, search for known CVEs online, fetch vulnerabil",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 930, ""websearch_search_web"": 1031, ""websearch_fetch_url"": 1122, ""code_run_code"": 1342, ""code_get_output"": 1392, ""vector_embed_query"": 1461, ""vector_search_index"": 1532, ""database_query_db"": 1650, ""analytics_run_analysis"": 1904, ""database_insert_record"": 1038, ""filesystem_write_file"": 1038, ""analytics_generate_report"": 758, ""email_send_email"": 758, ""calendar_create_event"": 758}","{""filesystem_read_file"": 4705.397129058838, ""websearch_search_web"": 865.0076389312744, ""websearch_fetch_url"": 4292.591094970703, ""code_run_code"": 4684.518098831177, ""code_get_output"": 661.8030071258545, ""vector_embed_query"": 1210.8376026153564, ""vector_search_index"": 1218.9276218414307, ""database_query_db"": 5474.951267242432, ""analytics_run_analysis"": 13369.504451751709, ""database_insert_record"": 1682.3821067810059, ""filesystem_write_file"": 1682.3821067810059, ""analytics_generate_report"": 2581.458806991577, ""email_send_email"": 2581.458806991577, ""calendar_create_event"": 2581.458806991577}",19388,19,True
108,"Build AI pipeline report: read model config files, search arXiv for latest papers, fetch paper abstr",complex,"[""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""vector_search_index"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 240, ""websearch_search_web"": 240, ""database_query_db"": 480, ""websearch_fetch_url"": 764, ""code_run_code"": 382, ""vector_embed_query"": 444, ""vector_search_index"": 444, ""analytics_run_analysis"": 444, ""database_insert_record"": 430, ""filesystem_write_file"": 430, ""email_send_email"": 430, ""calendar_create_event"": 430}","{""filesystem_read_file"": 1730.7238578796387, ""websearch_search_web"": 1730.7238578796387, ""database_query_db"": 3461.4477157592773, ""websearch_fetch_url"": 3495.3808784484863, ""code_run_code"": 1747.6904392242432, ""vector_embed_query"": 2010.779619216919, ""vector_search_index"": 2010.779619216919, ""analytics_run_analysis"": 2010.779619216919, ""database_insert_record"": 4059.406518936157, ""filesystem_write_file"": 4059.406518936157, ""email_send_email"": 4059.406518936157, ""calendar_create_event"": 4059.406518936157}",7219,14,True
109,"Execute full customer intelligence workflow: read inbox for customer emails, embed email content for",complex,"[""email_read_inbox"", ""vector_embed_query"", ""database_query_db"", ""database_query_db"", ""code_run_code"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""email_read_inbox"": 242, ""vector_embed_query"": 242, ""database_query_db"": 484, ""code_run_code"": 616, ""analytics_run_analysis"": 616, ""database_insert_record"": 708, ""filesystem_write_file"": 708, ""analytics_generate_report"": 537, ""email_send_email"": 537, ""calendar_create_event"": 537}","{""email_read_inbox"": 2085.925579071045, ""vector_embed_query"": 2085.925579071045, ""database_query_db"": 4171.85115814209, ""code_run_code"": 2448.160409927368, ""analytics_run_analysis"": 2448.160409927368, ""database_insert_record"": 2152.3542404174805, ""filesystem_write_file"": 2152.3542404174805, ""analytics_generate_report"": 2681.3902854919434, ""email_send_email"": 2681.3902854919434, ""calendar_create_event"": 2681.3902854919434}",7230,11,True
110,"Perform DevOps pipeline audit: read deployment config files, search web for best practices, fetch do",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""vector_embed_query"", ""vector_search_index"", ""analytics_run_analysis"", ""database_insert_record"", ""analytics_generate_report"", ""filesystem_write_file"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 396, ""websearch_search_web"": 198, ""database_query_db"": 396, ""websearch_fetch_url"": 508, ""code_run_code"": 254, ""vector_embed_query"": 508, ""vector_search_index"": 519, ""analytics_run_analysis"": 519, ""database_insert_record"": 519, ""analytics_generate_report"": 516, ""filesystem_write_file"": 516, ""email_send_email"": 516, ""calendar_create_event"": 516}","{""filesystem_read_file"": 6168.694496154785, ""websearch_search_web"": 3084.3472480773926, ""database_query_db"": 6168.694496154785, ""websearch_fetch_url"": 5787.505149841309, ""code_run_code"": 2893.7525749206543, ""vector_embed_query"": 5787.505149841309, ""vector_search_index"": 3252.446174621582, ""analytics_run_analysis"": 3252.446174621582, ""database_insert_record"": 3252.446174621582, ""analytics_generate_report"": 6024.870872497559, ""filesystem_write_file"": 6024.870872497559, ""email_send_email"": 6024.870872497559, ""calendar_create_event"": 6024.870872497559}",8410,17,True
111,"Conduct full market analysis: search web for trends, fetch 3 competitor URLs, run code to parse pric",complex,"[""websearch_search_web"", ""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""database_query_db"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 900, ""websearch_fetch_url"": 1050, ""code_run_code"": 1284, ""vector_embed_query"": 693, ""database_query_db"": 693, ""analytics_run_analysis"": 561, ""database_insert_record"": 561, ""filesystem_write_file"": 561, ""analytics_generate_report"": 940, ""email_send_email"": 940, ""calendar_create_event"": 1989}","{""websearch_search_web"": 2514.5087242126465, ""websearch_fetch_url"": 4605.32283782959, ""code_run_code"": 2756.969451904297, ""vector_embed_query"": 1561.835765838623, ""database_query_db"": 1561.835765838623, ""analytics_run_analysis"": 3404.9267768859863, ""database_insert_record"": 3404.9267768859863, ""filesystem_write_file"": 3404.9267768859863, ""analytics_generate_report"": 1791.2182807922363, ""email_send_email"": 1791.2182807922363, ""calendar_create_event"": 1272.3255157470703}",12471,14,True
112,"Perform complete system audit: read all config files, search for known CVEs online, fetch vulnerabil",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""vector_search_index"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 498, ""websearch_search_web"": 332, ""code_run_code"": 166, ""code_get_output"": 613, ""vector_embed_query"": 613, ""vector_search_index"": 471, ""database_query_db"": 942, ""analytics_run_analysis"": 295, ""database_insert_record"": 295, ""filesystem_write_file"": 295, ""analytics_generate_report"": 295, ""email_send_email"": 295, ""calendar_create_event"": 295}","{""filesystem_read_file"": 6271.181344985962, ""websearch_search_web"": 4180.787563323975, ""code_run_code"": 2090.3937816619873, ""code_get_output"": 1667.814016342163, ""vector_embed_query"": 1667.814016342163, ""vector_search_index"": 1634.5350742340088, ""database_query_db"": 3269.0701484680176, ""analytics_run_analysis"": 3824.1238594055176, ""database_insert_record"": 3824.1238594055176, ""filesystem_write_file"": 3824.1238594055176, ""analytics_generate_report"": 3824.1238594055176, ""email_send_email"": 3824.1238594055176, ""calendar_create_event"": 3824.1238594055176}",7720,17,True
113,"Build AI pipeline report: read model config files, search arXiv for latest papers, fetch paper abstr",complex,"[""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""vector_search_index"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 244, ""websearch_search_web"": 244, ""database_query_db"": 488, ""websearch_fetch_url"": 1230, ""code_run_code"": 804, ""vector_embed_query"": 804, ""vector_search_index"": 601, ""analytics_run_analysis"": 601, ""database_insert_record"": 601, ""filesystem_write_file"": 731, ""email_send_email"": 731, ""calendar_create_event"": 731}","{""filesystem_read_file"": 1640.4109001159668, ""websearch_search_web"": 1640.4109001159668, ""database_query_db"": 3280.8218002319336, ""websearch_fetch_url"": 11630.923748016357, ""code_run_code"": 2783.8973999023438, ""vector_embed_query"": 2783.8973999023438, ""vector_search_index"": 2279.7508239746094, ""analytics_run_analysis"": 2279.7508239746094, ""database_insert_record"": 2279.7508239746094, ""filesystem_write_file"": 3772.810220718384, ""email_send_email"": 3772.810220718384, ""calendar_create_event"": 3772.810220718384}",10420,17,True
114,"Execute full customer intelligence workflow: read inbox for customer emails, embed email content for",complex,"[""email_read_inbox"", ""vector_embed_query"", ""vector_search_index"", ""database_query_db"", ""database_query_db"", ""code_run_code"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""email_read_inbox"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""code_run_code""], [""code_run_code"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""email_read_inbox"": 458, ""vector_embed_query"": 458, ""vector_search_index"": 1019, ""database_query_db"": 824, ""code_run_code"": 412, ""analytics_run_analysis"": 490, ""database_insert_record"": 490, ""filesystem_write_file"": 490, ""analytics_generate_report"": 568, ""email_send_email"": 568, ""calendar_create_event"": 568}","{""email_read_inbox"": 2031.5589904785156, ""vector_embed_query"": 2031.5589904785156, ""vector_search_index"": 1091.1872386932373, ""database_query_db"": 5396.042346954346, ""code_run_code"": 2698.021173477173, ""analytics_run_analysis"": 2084.934711456299, ""database_insert_record"": 2084.934711456299, ""filesystem_write_file"": 2084.934711456299, ""analytics_generate_report"": 3758.0440044403076, ""email_send_email"": 3758.0440044403076, ""calendar_create_event"": 3758.0440044403076}",8380,12,True
115,"Perform DevOps pipeline audit: read deployment config files, search web for best practices, fetch do",complex,"[""filesystem_read_file"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""vector_search_index"", ""analytics_run_analysis"", ""database_insert_record"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""vector_search_index""], [""vector_search_index"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 244, ""websearch_search_web"": 244, ""database_query_db"": 488, ""websearch_fetch_url"": 390, ""code_run_code"": 390, ""vector_embed_query"": 390, ""vector_search_index"": 677, ""analytics_run_analysis"": 677, ""database_insert_record"": 418, ""analytics_generate_report"": 418, ""email_send_email"": 418, ""calendar_create_event"": 418}","{""filesystem_read_file"": 1936.2168312072754, ""websearch_search_web"": 1936.2168312072754, ""database_query_db"": 3872.433662414551, ""websearch_fetch_url"": 1723.991870880127, ""code_run_code"": 1723.991870880127, ""vector_embed_query"": 1723.991870880127, ""vector_search_index"": 2733.2005500793457, ""analytics_run_analysis"": 2733.2005500793457, ""database_insert_record"": 4237.701892852783, ""analytics_generate_report"": 4237.701892852783, ""email_send_email"": 4237.701892852783, ""calendar_create_event"": 4237.701892852783}",7256,13,True
116,"Conduct full market analysis: search web for trends, fetch 3 competitor URLs, run code to parse pric",complex,"[""websearch_search_web"", ""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""vector_embed_query"", ""database_query_db"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""email_send_email"", ""calendar_create_event""]","[[""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""websearch_search_web"": 904, ""websearch_fetch_url"": 1047, ""code_run_code"": 1244, ""vector_embed_query"": 674, ""database_query_db"": 674, ""analytics_run_analysis"": 772, ""database_insert_record"": 772, ""filesystem_write_file"": 613, ""email_send_email"": 613, ""calendar_create_event"": 613}","{""websearch_search_web"": 2665.6336784362793, ""websearch_fetch_url"": 4500.149488449097, ""code_run_code"": 2208.116054534912, ""vector_embed_query"": 1319.1604614257812, ""database_query_db"": 1319.1604614257812, ""analytics_run_analysis"": 2435.0836277008057, ""database_insert_record"": 2435.0836277008057, ""filesystem_write_file"": 4231.306076049805, ""email_send_email"": 4231.306076049805, ""calendar_create_event"": 4231.306076049805}",10148,13,True
117,"Perform complete system audit: read all config files, search for known CVEs online, fetch vulnerabil",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""vector_embed_query"", ""database_query_db"", ""database_query_db"", ""analytics_run_analysis"", ""database_insert_record"", ""filesystem_write_file"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""], [""vector_embed_query"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""database_insert_record""], [""database_insert_record"", ""filesystem_write_file""], [""filesystem_write_file"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""filesystem_read_file"": 924, ""websearch_search_web"": 1029, ""websearch_fetch_url"": 1158, ""code_run_code"": 1386, ""code_get_output"": 1436, ""vector_embed_query"": 531, ""database_query_db"": 1062, ""analytics_run_analysis"": 888, ""database_insert_record"": 888, ""filesystem_write_file"": 530, ""analytics_generate_report"": 530, ""email_send_email"": 530, ""calendar_create_event"": 530}","{""filesystem_read_file"": 3816.8256282806396, ""websearch_search_web"": 991.7325973510742, ""websearch_fetch_url"": 5052.615165710449, ""code_run_code"": 2049.694061279297, ""code_get_output"": 751.9638538360596, ""vector_embed_query"": 2828.9260864257812, ""database_query_db"": 5657.8521728515625, ""analytics_run_analysis"": 1831.2463760375977, ""database_insert_record"": 1831.2463760375977, ""filesystem_write_file"": 4615.750789642334, ""analytics_generate_report"": 4615.750789642334, ""email_send_email"": 4615.750789642334, ""calendar_create_event"": 4615.750789642334}",14017,18,True
