task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
82,"Search the vector index for related past incident reports, read the top matching file in full, and s",medium,"[""vector_search_index"", ""websearch_search_web"", ""filesystem_read_file""]","[[""vector_search_index"", ""websearch_search_web""], [""websearch_search_web"", ""filesystem_read_file""]]","{""vector_search_index"": 435, ""websearch_search_web"": 435, ""filesystem_read_file"": 962}","{""vector_search_index"": 1560.6448650360107, ""websearch_search_web"": 1560.6448650360107, ""filesystem_read_file"": 816.8959617614746}",2944,3,True
83,"Read the deployment manifest file, search the web for the changelog of each listed dependency, and q",medium,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""]]","{""filesystem_read_file"": 17100}","{""filesystem_read_file"": 18609.569549560547}",17100,15,True
84,"Search the web for two competitor benchmark reports, query the database for our matching internal me",medium,"[""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 588, ""database_query_db"": 294, ""analytics_run_analysis"": 1076, ""analytics_generate_report"": 1172}","{""websearch_search_web"": 2485.5189323425293, ""database_query_db"": 1242.7594661712646, ""analytics_run_analysis"": 1823.7345218658447, ""analytics_generate_report"": 1358.7853908538818}",4573,5,True
85,"Query the support database for tickets from the last quarter, run an analysis of resolution times, a",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 843, ""analytics_run_analysis"": 922, ""analytics_generate_report"": 1008, ""email_send_email"": 1192}","{""database_query_db"": 1144.3510055541992, ""analytics_run_analysis"": 1337.1477127075195, ""analytics_generate_report"": 1441.0221576690674, ""email_send_email"": 2047.943115234375}",5319,4,True
86,"Run a variance analysis on the quarterly figures, email the results to leadership, and create calend",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""database_query_db"": 821, ""analytics_run_analysis"": 913, ""analytics_generate_report"": 999, ""email_send_email"": 575, ""calendar_create_event"": 575}","{""database_query_db"": 1201.826810836792, ""analytics_run_analysis"": 1189.7783279418945, ""analytics_generate_report"": 1450.6757259368896, ""email_send_email"": 1912.5888347625732, ""calendar_create_event"": 1912.5888347625732}",5172,5,True
87,"Read the inbox for incident reports from the last 24 hours, create calendar events for each incident",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""]]","{""email_read_inbox"": 3674}","{""email_read_inbox"": 3632.2364807128906}",4779,4,True
88,"List next month's scheduled reviews, run code to parse the review agendas, and search the vector ind",medium,"[""calendar_list_events"", ""code_run_code"", ""vector_search_index"", ""code_get_output"", ""vector_search_index""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""code_get_output""], [""code_get_output"", ""vector_search_index""]]","{""calendar_list_events"": 841, ""code_run_code"": 1087, ""vector_search_index"": 1786, ""code_get_output"": 633}","{""calendar_list_events"": 1017.7698135375977, ""code_run_code"": 2428.016424179077, ""vector_search_index"": 2376.210927963257, ""code_get_output"": 1357.9533100128174}",5865,5,True
89,"Run code to compute this sprint's velocity metrics, search the vector index for similar past sprints",medium,"[""code_run_code"", ""vector_search_index"", ""code_get_output"", ""vector_search_index"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""code_get_output""], [""code_get_output"", ""vector_search_index""], [""vector_search_index"", ""filesystem_write_file""]]","{""code_run_code"": 487, ""vector_search_index"": 1043, ""code_get_output"": 556, ""filesystem_write_file"": 1327}","{""code_run_code"": 2219.60711479187, ""vector_search_index"": 3648.1897830963135, ""code_get_output"": 1428.5826683044434, ""filesystem_write_file"": 2024.9872207641602}",4849,5,True
90,"Search the vector index for related past incident reports, read the top matching file in full, and s",medium,"[""vector_search_index"", ""filesystem_read_file"", ""websearch_search_web""]","[[""vector_search_index"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""]]","{""vector_search_index"": 833, ""filesystem_read_file"": 469, ""websearch_search_web"": 469}","{""vector_search_index"": 842.1599864959717, ""filesystem_read_file"": 1251.8198490142822, ""websearch_search_web"": 1251.8198490142822}",2912,3,True
91,"Read the deployment manifest file, search the web for the changelog of each listed dependency, and q",medium,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""database_query_db""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""]]","{""filesystem_read_file"": 818, ""websearch_search_web"": 921, ""database_query_db"": 1131}","{""filesystem_read_file"": 932.6364994049072, ""websearch_search_web"": 3861.6786003112793, ""database_query_db"": 6122.338771820068}",4169,7,True
92,"Search the web for two competitor benchmark reports, query the database for our matching internal me",medium,"[""websearch_search_web"", ""database_query_db"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 431, ""database_query_db"": 431, ""websearch_fetch_url"": 984, ""analytics_run_analysis"": 1088, ""analytics_generate_report"": 1175}","{""websearch_search_web"": 1334.066390991211, ""database_query_db"": 1334.066390991211, ""websearch_fetch_url"": 2840.1427268981934, ""analytics_run_analysis"": 1008.0718994140625, ""analytics_generate_report"": 1196.7613697052002}",5543,6,True
93,"Query the support database for tickets from the last quarter, run an analysis of resolution times, a",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 857, ""analytics_run_analysis"": 909, ""analytics_generate_report"": 994, ""email_send_email"": 1150}","{""database_query_db"": 1311.8185997009277, ""analytics_run_analysis"": 1284.8131656646729, ""analytics_generate_report"": 923.4766960144043, ""email_send_email"": 1916.7211055755615}",5195,4,True
94,"Run a variance analysis on the quarterly figures, email the results to leadership, and create calend",medium,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email"", ""calendar_create_event""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""], [""email_send_email"", ""calendar_create_event""]]","{""database_query_db"": 822, ""analytics_run_analysis"": 914, ""analytics_generate_report"": 388, ""email_send_email"": 388, ""calendar_create_event"": 388}","{""database_query_db"": 835.4535102844238, ""analytics_run_analysis"": 1880.5556297302246, ""analytics_generate_report"": 2798.825263977051, ""email_send_email"": 2798.825263977051, ""calendar_create_event"": 2798.825263977051}",4298,5,True
95,"Read the inbox for incident reports from the last 24 hours, create calendar events for each incident",medium,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""code_run_code"", ""code_get_output""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""code_run_code""], [""code_run_code"", ""code_get_output""]]","{""email_read_inbox"": 3674, ""websearch_search_web"": 1067, ""calendar_create_event"": 1032, ""code_run_code"": 344, ""code_get_output"": 1534}","{""email_read_inbox"": 3934.1914653778076, ""websearch_search_web"": 739.3784523010254, ""calendar_create_event"": 17147.252082824707, ""code_run_code"": 5715.750694274902, ""code_get_output"": 914.553165435791}",9394,10,True
96,"List next month's scheduled reviews, run code to parse the review agendas, and search the vector ind",medium,"[""calendar_list_events"", ""code_run_code"", ""code_get_output"", ""vector_search_index""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_search_index""]]","{""calendar_list_events"": 841, ""code_run_code"": 1080, ""code_get_output"": 1130, ""vector_search_index"": 1204}","{""calendar_list_events"": 1059.7889423370361, ""code_run_code"": 2349.4977951049805, ""code_get_output"": 1337.0161056518555, ""vector_search_index"": 3816.5950775146484}",5640,4,True
97,"Run code to compute this sprint's velocity metrics, search the vector index for similar past sprints",medium,"[""code_run_code"", ""vector_search_index"", ""code_get_output"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""code_run_code"": 480, ""vector_search_index"": 480, ""code_get_output"": 1050, ""filesystem_write_file"": 1189}","{""code_run_code"": 2118.4473037719727, ""vector_search_index"": 2118.4473037719727, ""code_get_output"": 1098.038911819458, ""filesystem_write_file"": 2313.727378845215}",4559,4,True
98,"Search the vector index for related past incident reports, read the top matching file in full, and s",medium,"[""vector_search_index"", ""websearch_search_web"", ""filesystem_read_file""]","[[""vector_search_index"", ""websearch_search_web""], [""websearch_search_web"", ""filesystem_read_file""]]","{""vector_search_index"": 436, ""websearch_search_web"": 436, ""filesystem_read_file"": 971}","{""vector_search_index"": 1471.9514846801758, ""websearch_search_web"": 1471.9514846801758, ""filesystem_read_file"": 1097.1450805664062}",3062,3,True
99,"Read the deployment manifest file, search the web for the changelog of each listed dependency, and q",medium,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""database_query_db""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""]]","{""filesystem_read_file"": 818, ""websearch_search_web"": 924, ""database_query_db"": 1140}","{""filesystem_read_file"": 754.2543411254883, ""websearch_search_web"": 8969.192504882812, ""database_query_db"": 14913.657188415527}",4279,7,True
100,"Search the web for two competitor benchmark reports, query the database for our matching internal me",medium,"[""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 434, ""database_query_db"": 434, ""analytics_run_analysis"": 1028, ""analytics_generate_report"": 1116}","{""websearch_search_web"": 1525.7725715637207, ""database_query_db"": 1525.7725715637207, ""analytics_run_analysis"": 1748.5263347625732, ""analytics_generate_report"": 1117.2099113464355}",4391,4,True
101,"Read every config file in the release bundle, search the web for security advisories matching each l",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""database_query_db"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""filesystem_write_file""]]","{""filesystem_read_file"": 8016, ""websearch_search_web"": 3920, ""database_query_db"": 1626, ""filesystem_write_file"": 1958}","{""filesystem_read_file"": 6915.186166763306, ""websearch_search_web"": 7070.798873901367, ""database_query_db"": 6137.723922729492, ""filesystem_write_file"": 3212.843418121338}",17650,17,True
102,"Search the web for the latest industry compliance thresholds, query the database for every record th",complex,"[""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 824, ""database_query_db"": 890, ""analytics_run_analysis"": 985, ""analytics_generate_report"": 1074}","{""websearch_search_web"": 968.4290885925293, ""database_query_db"": 1001.0693073272705, ""analytics_run_analysis"": 1710.1185321807861, ""analytics_generate_report"": 1373.415470123291}",5118,4,True
103,"Query the compliance database for all flagged accounts, run a full risk analysis across every flagge",complex,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 825, ""analytics_run_analysis"": 916, ""analytics_generate_report"": 1004, ""email_send_email"": 1122}","{""database_query_db"": 1411.5972518920898, ""analytics_run_analysis"": 1209.6993923187256, ""analytics_generate_report"": 1149.320125579834, ""email_send_email"": 1433.5377216339111}",5078,4,True
104,"Run a full statistical analysis reconciling three separate data sources, email a detailed report to ",complex,[],[],{},{},999,0,True
105,"Read the inbox for every escalation this week, create calendar events for each escalation's resoluti",complex,"[""email_read_inbox"", ""email_read_inbox"", ""calendar_list_events"", ""code_run_code"", ""code_get_output""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""calendar_list_events""], [""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""code_get_output""]]","{""email_read_inbox"": 1705, ""calendar_list_events"": 968, ""code_run_code"": 1255, ""code_get_output"": 1307}","{""email_read_inbox"": 1828.5434246063232, ""calendar_list_events"": 1111.1152172088623, ""code_run_code"": 3064.3441677093506, ""code_get_output"": 999.004602432251}",6722,5,True
106,"List every calendar event across the next quarter, run code to categorize each event by project, and",complex,"[""calendar_list_events"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""calendar_list_events"": 848, ""code_run_code"": 1000, ""code_get_output"": 1050, ""vector_embed_query"": 1136}","{""calendar_list_events"": 1169.7769165039062, ""code_run_code"": 1668.8673496246338, ""code_get_output"": 3545.078992843628, ""vector_embed_query"": 952.125072479248}",5299,4,True
107,"Run a full code-based extraction of this release's changelog, search the vector index for related hi",complex,"[""code_run_code"", ""vector_search_index"", ""code_get_output"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""code_run_code"": 484, ""vector_search_index"": 484, ""code_get_output"": 1056, ""filesystem_write_file"": 1204}","{""code_run_code"": 2568.732261657715, ""vector_search_index"": 2568.732261657715, ""code_get_output"": 961.4667892456055, ""filesystem_write_file"": 2062.781810760498}",4589,4,True
108,"Search the vector index for every related past audit finding, read each matching file, and search th",complex,"[""vector_search_index"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web""]","[[""vector_search_index"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""]]","{""vector_search_index"": 829, ""filesystem_read_file"": 951, ""websearch_search_web"": 1113}","{""vector_search_index"": 1293.032169342041, ""filesystem_read_file"": 4860.3479862213135, ""websearch_search_web"": 9086.35926246643}",4328,7,True
109,"Read every config file in the release bundle, search the web for security advisories matching each l",complex,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""database_query_db""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""]]","{""filesystem_read_file"": 826, ""websearch_search_web"": 933, ""database_query_db"": 1131}","{""filesystem_read_file"": 706.3639163970947, ""websearch_search_web"": 4213.1187915802, ""database_query_db"": 5175.1649379730225}",4274,7,True
110,"Search the web for the latest industry compliance thresholds, query the database for every record th",complex,"[""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 824, ""database_query_db"": 890, ""analytics_run_analysis"": 983, ""analytics_generate_report"": 1068}","{""websearch_search_web"": 1170.910120010376, ""database_query_db"": 889.6393775939941, ""analytics_run_analysis"": 1466.407299041748, ""analytics_generate_report"": 1254.6789646148682}",5005,4,True
111,"Query the compliance database for all flagged accounts, run a full risk analysis across every flagge",complex,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 831, ""analytics_run_analysis"": 1077, ""analytics_generate_report"": 1293, ""email_send_email"": 1393}","{""database_query_db"": 1440.4587745666504, ""analytics_run_analysis"": 10875.329732894897, ""analytics_generate_report"": 2183.0244064331055, ""email_send_email"": 2059.2572689056396}",6073,6,True
112,"Run a full statistical analysis reconciling three separate data sources, email a detailed report to ",complex,[],[],{},{},943,0,True
113,"Read the inbox for every escalation this week, create calendar events for each escalation's resoluti",complex,"[""email_read_inbox"", ""calendar_list_events"", ""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""code_run_code""]","[[""email_read_inbox"", ""calendar_list_events""], [""calendar_list_events"", ""database_query_db""], [""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""code_run_code""]]","{""email_read_inbox"": 822, ""calendar_list_events"": 907, ""database_query_db"": 1008, ""calendar_create_event"": 1008, ""code_run_code"": 336}","{""email_read_inbox"": 736.8483543395996, ""calendar_list_events"": 899.0790843963623, ""database_query_db"": 1322.4608898162842, ""calendar_create_event"": 29816.699266433716, ""code_run_code"": 9938.899755477905}",5763,7,True
114,"List every calendar event across the next quarter, run code to categorize each event by project, and",complex,"[""calendar_list_events"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""calendar_list_events"": 848, ""code_run_code"": 999, ""code_get_output"": 1049, ""vector_embed_query"": 1131}","{""calendar_list_events"": 998.3885288238525, ""code_run_code"": 1704.5066356658936, ""code_get_output"": 715.7351970672607, ""vector_embed_query"": 1128.2453536987305}",5277,4,True
115,"Run a full code-based extraction of this release's changelog, search the vector index for related hi",complex,"[""code_run_code"", ""vector_search_index"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""filesystem_write_file""]]","{""code_run_code"": 501, ""vector_search_index"": 501, ""filesystem_write_file"": 1244}","{""code_run_code"": 2886.7692947387695, ""vector_search_index"": 2886.7692947387695, ""filesystem_write_file"": 2284.8258018493652}",3606,3,True
116,"Search the vector index for every related past audit finding, read each matching file, and search th",complex,"[""vector_search_index"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web""]","[[""vector_search_index"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""]]","{""vector_search_index"": 830, ""filesystem_read_file"": 951, ""websearch_search_web"": 1119}","{""vector_search_index"": 833.6412906646729, ""filesystem_read_file"": 4716.81547164917, ""websearch_search_web"": 18538.031101226807}",4287,7,True
117,"Read every config file in the release bundle, search the web for security advisories matching each l",complex,"[""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""database_query_db"", ""database_query_db""]","[[""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""database_query_db""], [""database_query_db"", ""database_query_db""]]","{""filesystem_read_file"": 826, ""websearch_search_web"": 933, ""database_query_db"": 1149}","{""filesystem_read_file"": 799.9379634857178, ""websearch_search_web"": 4487.013816833496, ""database_query_db"": 7489.74609375}",4304,7,True
118,"Search the web for the latest industry compliance thresholds, query the database for every record th",complex,"[""websearch_search_web"", ""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report""]","[[""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""]]","{""websearch_search_web"": 824, ""database_query_db"": 892, ""analytics_run_analysis"": 986, ""analytics_generate_report"": 1073}","{""websearch_search_web"": 1492.903470993042, ""database_query_db"": 1148.9825248718262, ""analytics_run_analysis"": 1572.2436904907227, ""analytics_generate_report"": 1483.2673072814941}",5173,4,True
119,"Query the compliance database for all flagged accounts, run a full risk analysis across every flagge",complex,"[""database_query_db"", ""analytics_run_analysis"", ""analytics_generate_report"", ""email_send_email""]","[[""database_query_db"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""email_send_email""]]","{""database_query_db"": 825, ""analytics_run_analysis"": 919, ""analytics_generate_report"": 1005, ""email_send_email"": 1180}","{""database_query_db"": 1082.334280014038, ""analytics_run_analysis"": 1675.63796043396, ""analytics_generate_report"": 1093.386173248291, ""email_send_email"": 2775.9246826171875}",5203,4,True
120,"Run a full statistical analysis reconciling three separate data sources, email a detailed report to ",complex,[],[],{},{},960,0,True
121,"Read the inbox for every escalation this week, create calendar events for each escalation's resoluti",complex,"[""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""email_read_inbox"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web"", ""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""code_run_code""]","[[""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""email_read_inbox""], [""email_read_inbox"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""database_query_db""], [""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""code_run_code""]]","{""email_read_inbox"": 5871, ""websearch_search_web"": 5121, ""database_query_db"": 1444, ""calendar_create_event"": 1320, ""code_run_code"": 440}","{""email_read_inbox"": 7064.877986907959, ""websearch_search_web"": 4247.302055358887, ""database_query_db"": 1457.5443267822266, ""calendar_create_event"": 12034.024000167847, ""code_run_code"": 4011.341333389282}",16302,15,True
122,"List every calendar event across the next quarter, run code to categorize each event by project, and",complex,"[""calendar_list_events"", ""code_run_code"", ""code_get_output"", ""vector_embed_query""]","[[""calendar_list_events"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""vector_embed_query""]]","{""calendar_list_events"": 848, ""code_run_code"": 967, ""code_get_output"": 1017, ""vector_embed_query"": 1104}","{""calendar_list_events"": 1058.3703517913818, ""code_run_code"": 1373.1205463409424, ""code_get_output"": 815.4146671295166, ""vector_embed_query"": 1523.1742858886719}",5158,4,True
123,"Run a full code-based extraction of this release's changelog, search the vector index for related hi",complex,"[""code_run_code"", ""vector_search_index"", ""code_get_output"", ""filesystem_write_file""]","[[""code_run_code"", ""vector_search_index""], [""vector_search_index"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""]]","{""code_run_code"": 485, ""vector_search_index"": 485, ""code_get_output"": 1059, ""filesystem_write_file"": 1204}","{""code_run_code"": 2347.675561904907, ""vector_search_index"": 2347.675561904907, ""code_get_output"": 950.7553577423096, ""filesystem_write_file"": 1898.568868637085}",4540,4,True
124,"Search the vector index for every related past audit finding, read each matching file, and search th",complex,"[""vector_search_index"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""websearch_search_web"", ""websearch_search_web"", ""websearch_search_web""]","[[""vector_search_index"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""], [""websearch_search_web"", ""websearch_search_web""]]","{""vector_search_index"": 829, ""filesystem_read_file"": 951, ""websearch_search_web"": 1116}","{""vector_search_index"": 1027.4500846862793, ""filesystem_read_file"": 5874.032735824585, ""websearch_search_web"": 5988.306283950806}",4321,7,True
