task_id,task,complexity,tool_sequence,tool_transitions,tokens_per_tool,latency_per_tool,total_tokens,n_tool_calls,success
114,"Query the compliance database for all expired records, query the incidents database separately for u",complex,"[""database_query_db"", ""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events""]","[[""database_query_db"", ""database_query_db""], [""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""]]","{""database_query_db"": 878, ""calendar_create_event"": 1071, ""calendar_list_events"": 1238}","{""database_query_db"": 2711.5931510925293, ""calendar_create_event"": 9713.039875030518, ""calendar_list_events"": 1157.7372550964355}",4713,6,True
115,"Run a full content workflow: search the web for citation sources, fetch and embed the source pages, ",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""email_send_email""]]","{""websearch_search_web"": 817, ""websearch_fetch_url"": 970, ""vector_embed_query"": 1255, ""email_send_email"": 1549}","{""websearch_search_web"": 865.8411502838135, ""websearch_fetch_url"": 8038.277626037598, ""vector_embed_query"": 11156.172752380371, ""email_send_email"": 2074.2039680480957}",6282,12,True
116,"Read every config file in the deployment set, run a comprehensive drift analysis across them, genera",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_read_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_read_file""]]","{""filesystem_read_file"": 3764, ""analytics_run_analysis"": 992, ""analytics_generate_report"": 1095}","{""filesystem_read_file"": 4231.483459472656, ""analytics_run_analysis"": 1133.711338043213, ""analytics_generate_report"": 1142.3776149749756}",7216,6,True
117,"Read the full year of sales files, run a multi-part trend and variance analysis, generate a board-le",complex,"[""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_write_file"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""], [""filesystem_write_file"", ""filesystem_write_file""]]","{""filesystem_read_file"": 831, ""analytics_run_analysis"": 940, ""analytics_generate_report"": 1093, ""filesystem_write_file"": 2595}","{""filesystem_read_file"": 1112.1373176574707, ""analytics_run_analysis"": 2678.818702697754, ""analytics_generate_report"": 2646.847724914551, ""filesystem_write_file"": 3162.7373695373535}",7010,6,True
118,"Query the audit database for flagged transactions, create calendar events for each required review m",complex,"[""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events"", ""database_insert_record""]","[[""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""], [""calendar_list_events"", ""database_insert_record""]]","{""database_query_db"": 833, ""calendar_create_event"": 999, ""calendar_list_events"": 1164, ""database_insert_record"": 1263}","{""database_query_db"": 773.3235359191895, ""calendar_create_event"": 6822.783708572388, ""calendar_list_events"": 1276.9405841827393, ""database_insert_record"": 1224.815845489502}",5723,6,True
119,"Query the customer database for accounts up for renewal, create calendar events for each renewal cal",complex,"[""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events"", ""database_insert_record"", ""database_insert_record"", ""database_insert_record""]","[[""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""], [""calendar_list_events"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""]]","{""database_query_db"": 844, ""calendar_create_event"": 1014, ""calendar_list_events"": 1182, ""database_insert_record"": 1353}","{""database_query_db"": 1505.1066875457764, ""calendar_create_event"": 6357.322454452515, ""calendar_list_events"": 1604.0067672729492, ""database_insert_record"": 5485.274076461792}",6058,8,True
120,"Search the web for a full compliance checklist, fetch the complete document, run code to convert it ",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""code_run_code"", ""code_get_output"", ""filesystem_write_file"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""code_get_output""], [""code_get_output"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""]]","{""websearch_search_web"": 822, ""websearch_fetch_url"": 878, ""code_run_code"": 1054, ""code_get_output"": 1104, ""filesystem_write_file"": 1181, ""email_send_email"": 1247}","{""websearch_search_web"": 842.6051139831543, ""websearch_fetch_url"": 813.6134147644043, ""code_run_code"": 2052.2067546844482, ""code_get_output"": 1410.0358486175537, ""filesystem_write_file"": 2903.493642807007, ""email_send_email"": 2117.2518730163574}",7595,6,True
121,"Read the full year of sales files, run a multi-part trend and variance analysis, generate a board-le",complex,"[""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""]]","{""filesystem_read_file"": 831, ""analytics_run_analysis"": 936, ""analytics_generate_report"": 1090, ""filesystem_write_file"": 1284}","{""filesystem_read_file"": 1311.4209175109863, ""analytics_run_analysis"": 2650.855541229248, ""analytics_generate_report"": 1292.2558784484863, ""filesystem_write_file"": 2360.257148742676}",5539,5,True
122,"Read the full year of sales files, run a multi-part trend and variance analysis, generate a board-le",complex,"[""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""]]","{""filesystem_read_file"": 828, ""analytics_run_analysis"": 934, ""analytics_generate_report"": 1087, ""filesystem_write_file"": 1292}","{""filesystem_read_file"": 784.4150066375732, ""analytics_run_analysis"": 4075.5882263183594, ""analytics_generate_report"": 1792.4225330352783, ""filesystem_write_file"": 2816.5900707244873}",5530,5,True
123,"Query the customer database for accounts up for renewal, create calendar events for each renewal cal",complex,"[""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events"", ""database_insert_record"", ""database_insert_record"", ""database_insert_record""]","[[""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""], [""calendar_list_events"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""]]","{""database_query_db"": 845, ""calendar_create_event"": 1017, ""calendar_list_events"": 1183, ""database_insert_record"": 1380}","{""database_query_db"": 1190.5229091644287, ""calendar_create_event"": 5845.611333847046, ""calendar_list_events"": 1072.270154953003, ""database_insert_record"": 5974.60412979126}",6146,8,True
124,"Query the compliance database for all expired records, query the incidents database separately for u",complex,"[""database_query_db"", ""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events""]","[[""database_query_db"", ""database_query_db""], [""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""]]","{""database_query_db"": 880, ""calendar_create_event"": 1077, ""calendar_list_events"": 1251}","{""database_query_db"": 3118.2665824890137, ""calendar_create_event"": 5879.5201778411865, ""calendar_list_events"": 1338.097095489502}",4718,6,True
125,"Search the web for the ten most-cited papers in our research area, fetch each abstract, and embed al",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""]]","{""websearch_search_web"": 825, ""websearch_fetch_url"": 6205, ""vector_embed_query"": 1700}","{""websearch_search_web"": 1061.311960220337, ""websearch_fetch_url"": 51016.51668548584, ""vector_embed_query"": 35412.29009628296}",11134,21,True
126,"Read all quarterly financial files, run a full statistical analysis reconciling them, generate a det",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_write_file"", ""filesystem_read_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""], [""filesystem_write_file"", ""filesystem_read_file""]]","{""filesystem_read_file"": 3221, ""analytics_run_analysis"": 1140, ""analytics_generate_report"": 1228, ""filesystem_write_file"": 1356}","{""filesystem_read_file"": 9336.549520492554, ""analytics_run_analysis"": 1126.0530948638916, ""analytics_generate_report"": 1272.7105617523193, ""filesystem_write_file"": 1568.7956809997559}",8559,9,True
127,"Read all quarterly financial files, run a full statistical analysis reconciling them, generate a det",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_read_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_read_file""]]","{""filesystem_read_file"": 4919, ""analytics_run_analysis"": 1078, ""analytics_generate_report"": 1170}","{""filesystem_read_file"": 5686.239004135132, ""analytics_run_analysis"": 1342.4007892608643, ""analytics_generate_report"": 1227.2634506225586}",8550,7,True
128,"Query the customer database for accounts up for renewal, create calendar events for each renewal cal",complex,"[""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events"", ""database_insert_record"", ""database_insert_record"", ""database_insert_record""]","[[""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""], [""calendar_list_events"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""]]","{""database_query_db"": 843, ""calendar_create_event"": 1038, ""calendar_list_events"": 1205, ""database_insert_record"": 1380}","{""database_query_db"": 1032.2504043579102, ""calendar_create_event"": 6636.922359466553, ""calendar_list_events"": 1291.8479442596436, ""database_insert_record"": 5694.0107345581055}",6103,8,True
129,"Query the audit database for flagged transactions, create calendar events for each required review m",complex,"[""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events"", ""database_insert_record""]","[[""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""], [""calendar_list_events"", ""database_insert_record""]]","{""database_query_db"": 835, ""calendar_create_event"": 1005, ""calendar_list_events"": 1172, ""database_insert_record"": 1265}","{""database_query_db"": 1244.1837787628174, ""calendar_create_event"": 7339.005947113037, ""calendar_list_events"": 1234.846830368042, ""database_insert_record"": 1125.060796737671}",5742,6,True
130,"Search the web for a full compliance checklist, fetch the complete document, run code to convert it ",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""code_run_code"", ""filesystem_write_file"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""code_run_code""], [""code_run_code"", ""filesystem_write_file""], [""filesystem_write_file"", ""email_send_email""]]","{""websearch_search_web"": 822, ""websearch_fetch_url"": 878, ""code_run_code"": 1097, ""filesystem_write_file"": 1197, ""email_send_email"": 1280}","{""websearch_search_web"": 1371.084451675415, ""websearch_fetch_url"": 1354.8049926757812, ""code_run_code"": 3087.627410888672, ""filesystem_write_file"": 1507.1604251861572, ""email_send_email"": 1445.4944133758545}",6617,5,True
131,"Read every config file in the deployment set, run a comprehensive drift analysis across them, genera",complex,"[""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_read_file""]","[[""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_read_file""]]","{""filesystem_read_file"": 1848, ""analytics_run_analysis"": 883, ""analytics_generate_report"": 972}","{""filesystem_read_file"": 1686.8059635162354, ""analytics_run_analysis"": 987.6248836517334, ""analytics_generate_report"": 964.8711681365967}",4876,4,True
132,"Read every config file in the deployment set, run a comprehensive drift analysis across them, genera",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""code_run_code"", ""analytics_generate_report"", ""filesystem_write_file"", ""filesystem_read_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""code_run_code""], [""code_run_code"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""], [""filesystem_write_file"", ""filesystem_read_file""]]","{""filesystem_read_file"": 3267, ""code_run_code"": 1226, ""analytics_generate_report"": 1282, ""filesystem_write_file"": 1454}","{""filesystem_read_file"": 6204.818487167358, ""code_run_code"": 3048.337936401367, ""analytics_generate_report"": 1122.2033500671387, ""filesystem_write_file"": 2031.358003616333}",8889,8,True
133,"Query the audit database for flagged transactions, create calendar events for each required review m",complex,"[""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events"", ""database_insert_record""]","[[""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""], [""calendar_list_events"", ""database_insert_record""]]","{""database_query_db"": 840, ""calendar_create_event"": 1008, ""calendar_list_events"": 1171, ""database_insert_record"": 1270}","{""database_query_db"": 1230.905532836914, ""calendar_create_event"": 6270.174264907837, ""calendar_list_events"": 1103.9466857910156, ""database_insert_record"": 924.7450828552246}",5755,6,True
134,"Query the compliance database for all expired records, query the incidents database separately for u",complex,"[""database_query_db"", ""database_query_db"", ""calendar_list_events"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event""]","[[""database_query_db"", ""database_query_db""], [""database_query_db"", ""calendar_list_events""], [""calendar_list_events"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""]]","{""database_query_db"": 618, ""calendar_list_events"": 309, ""calendar_create_event"": 1173}","{""database_query_db"": 6388.153076171875, ""calendar_list_events"": 3194.0765380859375, ""calendar_create_event"": 6505.668640136719}",3618,6,True
135,"Run a full content workflow: search the web for citation sources, fetch and embed the source pages, ",complex,[],[],{},{},913,0,True
136,"Read all quarterly financial files, run a full statistical analysis reconciling them, generate a det",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_write_file"", ""filesystem_read_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""], [""filesystem_write_file"", ""filesystem_read_file""]]","{""filesystem_read_file"": 3188, ""analytics_run_analysis"": 1135, ""analytics_generate_report"": 1226, ""filesystem_write_file"": 1368}","{""filesystem_read_file"": 6980.673789978027, ""analytics_run_analysis"": 1592.6551818847656, ""analytics_generate_report"": 1573.2698440551758, ""filesystem_write_file"": 2032.715082168579}",8534,8,True
137,"Read all quarterly financial files, run a full statistical analysis reconciling them, generate a det",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_read_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_read_file""]]","{""filesystem_read_file"": 4872, ""analytics_run_analysis"": 1094, ""analytics_generate_report"": 1182}","{""filesystem_read_file"": 5432.878017425537, ""analytics_run_analysis"": 1295.6817150115967, ""analytics_generate_report"": 1477.4096012115479}",8583,7,True
138,"Query the compliance database for all expired records, query the incidents database separately for u",complex,"[""database_query_db"", ""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events""]","[[""database_query_db"", ""database_query_db""], [""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""]]","{""database_query_db"": 878, ""calendar_create_event"": 1068, ""calendar_list_events"": 1232}","{""database_query_db"": 2709.958553314209, ""calendar_create_event"": 7142.580986022949, ""calendar_list_events"": 948.3795166015625}",4672,6,True
139,"Query the compliance database for all expired records, query the incidents database separately for u",complex,"[""database_query_db"", ""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events""]","[[""database_query_db"", ""database_query_db""], [""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""]]","{""database_query_db"": 880, ""calendar_create_event"": 1071, ""calendar_list_events"": 1239}","{""database_query_db"": 2956.629753112793, ""calendar_create_event"": 6358.0005168914795, ""calendar_list_events"": 1202.315092086792}",4727,6,True
140,"Run a full content workflow: search the web for citation sources, fetch and embed the source pages, ",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""email_send_email""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""email_send_email""]]","{""websearch_search_web"": 817, ""websearch_fetch_url"": 975, ""vector_embed_query"": 1340, ""email_send_email"": 1665}","{""websearch_search_web"": 855.506420135498, ""websearch_fetch_url"": 15786.328315734863, ""vector_embed_query"": 13733.53123664856, ""email_send_email"": 1932.7905178070068}",6604,12,True
141,"Read every config file in the deployment set, run a comprehensive drift analysis across them, genera",complex,"[""filesystem_read_file"", ""filesystem_read_file"", ""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_read_file""]","[[""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""filesystem_read_file""], [""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_read_file""]]","{""filesystem_read_file"": 3776, ""analytics_run_analysis"": 1001, ""analytics_generate_report"": 1089}","{""filesystem_read_file"": 8088.3917808532715, ""analytics_run_analysis"": 1139.1587257385254, ""analytics_generate_report"": 1093.5068130493164}",7164,6,True
142,"Read the full year of sales files, run a multi-part trend and variance analysis, generate a board-le",complex,"[""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""analytics_generate_report"", ""analytics_generate_report"", ""filesystem_write_file"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""], [""filesystem_write_file"", ""filesystem_write_file""]]","{""filesystem_read_file"": 827, ""analytics_run_analysis"": 934, ""analytics_generate_report"": 1120, ""filesystem_write_file"": 2659}","{""filesystem_read_file"": 1050.894021987915, ""analytics_run_analysis"": 2723.4644889831543, ""analytics_generate_report"": 3836.526870727539, ""filesystem_write_file"": 3787.322998046875}",7069,7,True
143,"Query the customer database for accounts up for renewal, create calendar events for each renewal cal",complex,"[""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events"", ""database_insert_record"", ""database_insert_record"", ""database_insert_record""]","[[""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""], [""calendar_list_events"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""], [""database_insert_record"", ""database_insert_record""]]","{""database_query_db"": 844, ""calendar_create_event"": 1017, ""calendar_list_events"": 1188, ""database_insert_record"": 1362}","{""database_query_db"": 1093.3418273925781, ""calendar_create_event"": 18244.600296020508, ""calendar_list_events"": 1186.095952987671, ""database_insert_record"": 7616.074562072754}",6010,8,True
144,"Query the audit database for flagged transactions, create calendar events for each required review m",complex,"[""database_query_db"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_create_event"", ""calendar_list_events"", ""database_insert_record""]","[[""database_query_db"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_create_event""], [""calendar_create_event"", ""calendar_list_events""], [""calendar_list_events"", ""database_insert_record""]]","{""database_query_db"": 831, ""calendar_create_event"": 1005, ""calendar_list_events"": 1172, ""database_insert_record"": 1260}","{""database_query_db"": 1201.796054840088, ""calendar_create_event"": 7249.162673950195, ""calendar_list_events"": 1720.8051681518555, ""database_insert_record"": 1036.4420413970947}",5803,6,True
145,"Search the web for the ten most-cited papers in our research area, fetch each abstract, and embed al",complex,"[""websearch_search_web"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""websearch_fetch_url"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query"", ""vector_embed_query""]","[[""websearch_search_web"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""websearch_fetch_url""], [""websearch_fetch_url"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""], [""vector_embed_query"", ""vector_embed_query""]]","{""websearch_search_web"": 822, ""websearch_fetch_url"": 3167, ""vector_embed_query"": 1860}","{""websearch_search_web"": 918.6079502105713, ""websearch_fetch_url"": 34635.029315948486, ""vector_embed_query"": 38945.29342651367}",8270,23,True
146,"Read the full year of sales files, run a multi-part trend and variance analysis, generate a board-le",complex,"[""filesystem_read_file"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""analytics_run_analysis"", ""analytics_generate_report"", ""filesystem_write_file"", ""filesystem_write_file""]","[[""filesystem_read_file"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_run_analysis""], [""analytics_run_analysis"", ""analytics_generate_report""], [""analytics_generate_report"", ""filesystem_write_file""], [""filesystem_write_file"", ""filesystem_write_file""]]","{""filesystem_read_file"": 829, ""analytics_run_analysis"": 2868, ""analytics_generate_report"": 1169, ""filesystem_write_file"": 2861}","{""filesystem_read_file"": 993.3500289916992, ""analytics_run_analysis"": 3092.5824642181396, ""analytics_generate_report"": 1864.868402481079, ""filesystem_write_file"": 4746.736764907837}",9407,7,True
